order_id,city,category,customer_type,order_time,distance_km,order_value,delivery_fee,rider_cost,dark_store_cost,discount,delivery_time,gross_margin,contribution_margin,peak_hour
14,Chennai,Groceries,Discount-Seeker,2025-05-30 18:18:00,5.14,628.75,24.03,65.98,43.44,26.63,26.97,110.35831391378487,-1.66,0
15,Chennai,Groceries,Regular,2025-02-27 07:38:00,3.21,378.2,44.82,53.27,44.31,4.69,16.39,65.13270559285979,7.68,0
16,Bangalore,Cafe,Regular,2025-05-18 01:43:00,1.79,379.1,30.58,45.36,26.89,72.28,21.24,60.092067327476556,-53.86,0
17,Chennai,Groceries,Regular,2025-01-21 17:26:00,5.7,378.0,40.53,78.93,46.27,31.87,27.74,70.22304544809211,-46.32,0
18,Bangalore,Groceries,Regular,2025-06-07 21:02:00,2.53,625.65,29.62,47.34,25.92,72.43,13.18,120.90084474225789,4.83,1
19,Bangalore,Beauty,Regular,2025-06-07 04:37:00,3.03,360.78,28.71,57.14,22.17,46.81,24.01,59.83701948320098,-37.57,0
20,Pune,Groceries,Discount-Seeker,2025-05-14 21:15:00,1.49,448.55,27.13,41.26,43.38,66.54,17.83,99.81165875907634,-24.24,1
21,Bangalore,Groceries,Premium,2025-02-23 00:35:00,3.28,337.18,36.78,52.81,40.79,12.72,21.5,74.61523831207249,5.08,0
22,Bangalore,Groceries,Premium,2025-05-12 21:11:00,3.27,644.83,16.27,61.48,46.14,37.86,18.1,130.3658593876421,1.16,1
23,Mumbai,Cafe,Discount-Seeker,2025-05-25 02:19:00,5.12,411.85,44.28,61.06,47.76,47.73,19.84,87.93667085531884,-24.33,0
24,Bangalore,Cafe,Premium,2025-06-09 06:38:00,2.92,488.65,42.03,55.5,32.76,32.86,16.96,74.34849074595925,-4.74,0
25,Bangalore,Groceries,Discount-Seeker,2025-04-13 01:04:00,1.8,353.91,18.62,49.11,22.81,26.73,19.69,63.317456217824414,-16.71,0
26,Hyderabad,Groceries,Regular,2025-06-25 21:28:00,3.16,308.32,26.08,50.67,34.07,35.87,19.1,57.28933621264996,-37.24,1
27,Chennai,Groceries,Premium,2025-02-26 21:22:00,4.14,542.7,35.92,57.43,40.53,37.28,18.35,102.03356458619442,2.71,1
28,Chennai,Groceries,Regular,2025-04-13 00:22:00,2.61,426.48,39.9,53.39,43.8,76.74,14.37,74.21590695369822,-59.81,0
29,Bangalore,Cafe,Regular,2025-02-12 04:47:00,5.56,308.84,41.69,76.17,22.85,4.81,22.64,56.58434604942485,-5.56,0
30,Pune,Beauty,Discount-Seeker,2025-06-01 21:42:00,3.98,564.54,24.48,56.61,22.25,39.75,25.21,96.53463358459162,2.4,1
31,Pune,Groceries,Regular,2025-02-18 18:21:00,4.47,558.66,24.89,63.25,21.88,34.53,19.06,135.3553743028318,40.59,0
32,Delhi,Cafe,Regular,2025-04-29 05:01:00,5.92,544.62,38.93,70.77,38.47,48.36,23.67,123.45074131306154,4.78,0
33,Mumbai,Groceries,Regular,2025-04-04 20:33:00,5.29,442.28,20.47,65.68,43.07,50.58,20.47,89.47486604017978,-49.39,1
34,Delhi,Cafe,Discount-Seeker,2025-03-06 17:56:00,4.59,505.97,40.88,65.59,47.21,12.39,17.5,94.28313649086937,9.97,0
35,Bangalore,Cafe,Regular,2025-05-29 00:21:00,0.58,493.99,35.28,40.55,33.69,61.71,15.18,103.67443767356285,3.0,0
36,Bangalore,Cafe,Premium,2025-02-27 10:27:00,5.41,540.19,15.13,73.99,24.77,66.96,20.52,91.16897718822173,-59.42,0
37,Delhi,Cafe,Regular,2025-03-08 22:03:00,5.95,258.93,29.51,77.35,27.2,58.55,20.58,62.72770715126989,-70.86,0
38,Mumbai,Groceries,Premium,2025-01-15 22:38:00,5.69,514.67,18.94,64.56,45.05,54.38,21.38,116.91147852938552,-28.14,0
39,Mumbai,Cafe,Regular,2025-06-23 11:37:00,5.96,571.68,25.15,72.56,32.14,28.39,27.89,111.2076213983558,3.27,0
40,Hyderabad,Beauty,Discount-Seeker,2025-06-01 08:55:00,2.25,393.69,39.71,50.74,26.73,15.39,18.86,69.52603088426729,16.38,0
41,Mumbai,Groceries,Regular,2025-04-12 16:44:00,0.88,424.27,19.55,38.02,27.83,31.66,13.29,68.17937447352145,-9.78,0
42,Mumbai,Groceries,Regular,2025-05-15 10:02:00,2.11,451.16,25.47,57.02,42.1,39.97,19.04,112.62887689048313,-0.99,0
43,Bangalore,Beauty,Premium,2025-04-11 09:08:00,3.34,395.24,23.43,51.98,36.49,24.63,22.95,74.5130895038684,-15.16,0
44,Delhi,Groceries,Regular,2025-03-17 10:06:00,2.72,283.08,33.68,52.58,48.8,48.08,23.38,43.76207365231121,-72.02,0
45,Pune,Groceries,Regular,2025-03-13 11:32:00,2.12,387.92,26.45,51.95,41.68,55.42,13.22,95.34727185965508,-27.25,0
46,Bangalore,Beauty,Premium,2025-06-11 17:25:00,2.58,270.67,37.91,49.22,26.72,18.84,19.51,62.59668206849433,5.73,0
47,Chennai,Groceries,Regular,2025-04-28 18:23:00,4.06,635.09,36.83,54.99,25.5,71.06,17.05,152.07418654620025,37.35,0
48,Chennai,Cafe,Discount-Seeker,2025-02-23 09:57:00,3.06,357.53,24.81,53.34,24.14,13.36,14.19,61.83071581963013,-4.2,0
49,Chennai,Cafe,Regular,2025-02-21 06:41:00,4.87,408.16,38.71,65.72,43.24,67.74,18.63,65.01418280123133,-72.98,0
50,Hyderabad,Cafe,Premium,2025-03-12 22:05:00,2.22,446.38,30.35,47.5,36.96,29.34,21.54,86.27965829132384,2.83,0
51,Hyderabad,Groceries,Premium,2025-05-28 02:15:00,4.36,357.8,26.06,63.45,24.59,51.14,25.17,77.83715333196838,-35.28,0
52,Hyderabad,Beauty,Regular,2025-02-02 12:11:00,2.32,522.21,34.02,46.26,43.43,27.06,21.58,97.84849637871544,15.12,1
53,Chennai,Beauty,Premium,2025-03-16 03:51:00,4.84,548.42,19.51,71.26,33.11,69.87,18.28,93.86001666849621,-60.87,0
54,Hyderabad,Groceries,Regular,2025-05-05 15:54:00,0.69,548.12,41.02,44.59,48.31,1.27,15.71,120.47066286404134,67.32,0
55,Delhi,Groceries,Discount-Seeker,2025-01-15 08:42:00,1.37,548.38,31.51,49.87,36.79,77.75,13.26,98.16405782418788,-34.74,0
56,Chennai,Groceries,Regular,2025-02-04 16:47:00,2.22,390.7,29.37,43.65,46.07,20.53,20.97,94.5245526052499,13.64,0
57,Pune,Beauty,Premium,2025-03-27 23:21:00,2.19,348.22,28.77,52.13,21.86,78.05,13.01,79.37502969919785,-43.89,0
58,Pune,Beauty,Discount-Seeker,2025-04-23 10:56:00,2.37,482.52,34.1,50.65,29.75,41.34,14.73,119.61126687958064,31.97,0
59,Chennai,Groceries,Premium,2025-01-17 10:39:00,5.56,444.33,26.91,74.41,33.43,28.2,22.06,74.69293475924319,-34.44,0
60,Chennai,Cafe,Regular,2025-03-28 02:40:00,1.55,561.47,34.84,53.6,44.34,46.77,11.79,112.6433505492682,2.77,0
61,Bangalore,Groceries,Regular,2025-05-04 14:09:00,1.02,407.28,17.58,44.99,20.71,3.36,16.99,92.68325462665291,41.2,1
62,Pune,Cafe,Premium,2025-01-29 02:19:00,4.97,325.31,27.64,64.36,42.94,16.51,21.69,70.42397744634212,-25.75,0
63,Pune,Groceries,Regular,2025-01-26 04:48:00,1.93,822.53,25.98,50.13,23.22,62.53,12.13,154.56138011802128,44.66,0
64,Chennai,Cafe,Discount-Seeker,2025-06-14 20:28:00,1.58,359.25,33.55,46.2,21.23,45.1,17.98,58.13264063811318,-20.85,1
65,Bangalore,Groceries,Regular,2025-05-30 16:49:00,4.61,336.89,22.3,61.2,26.5,2.64,17.74,76.94265788031613,8.9,0
66,Chennai,Cafe,Regular,2025-05-29 14:38:00,5.26,268.26,20.63,72.3,27.72,53.99,23.92,60.54175007101226,-72.84,1
67,Delhi,Groceries,Discount-Seeker,2025-03-27 07:52:00,2.1,678.39,40.03,52.29,22.18,25.11,17.67,118.16670554269447,58.62,0
68,Hyderabad,Beauty,Regular,2025-06-19 08:52:00,1.8,498.48,31.4,42.34,42.67,4.18,20.6,88.72745235262038,30.94,0
69,Chennai,Groceries,Premium,2025-06-03 09:37:00,5.38,334.96,31.53,66.78,37.78,26.28,19.6,70.23149039686604,-29.08,0
70,Chennai,Cafe,Discount-Seeker,2025-03-17 16:02:00,2.84,524.75,21.79,56.29,43.26,43.05,21.79,93.70119447119939,-27.11,0
71,Chennai,Groceries,Premium,2025-01-04 16:56:00,2.02,385.17,42.3,53.5,47.35,35.96,21.12,83.19383084781227,-11.32,0
72,Delhi,Cafe,Regular,2025-04-05 15:48:00,3.88,452.34,28.09,57.47,26.86,58.16,18.38,111.62675497420346,-2.77,0
73,Hyderabad,Groceries,Discount-Seeker,2025-04-26 10:50:00,3.23,393.6,27.25,54.35,30.04,79.01,23.66,79.29218088081616,-56.86,0
74,Pune,Beauty,Discount-Seeker,2025-05-25 02:53:00,3.46,329.56,23.35,57.98,31.41,33.27,24.2,73.68048951604052,-25.63,0
75,Delhi,Groceries,Discount-Seeker,2025-01-12 11:25:00,2.01,467.75,36.78,42.36,36.15,11.31,12.27,82.65826554075012,29.62,0
76,Hyderabad,Cafe,Regular,2025-05-13 11:53:00,3.99,514.44,23.6,63.98,30.73,46.54,18.06,117.58814916687393,-0.06,0
77,Bangalore,Beauty,Regular,2025-03-11 14:18:00,1.86,587.83,28.43,53.93,44.59,47.69,20.2,91.11461831811648,-26.67,1
78,Chennai,Groceries,Premium,2025-04-26 07:36:00,4.79,246.18,29.18,66.19,28.22,61.04,19.44,41.53353373342062,-84.74,0
79,Delhi,Cafe,Premium,2025-01-19 23:34:00,1.59,435.81,33.01,48.9,41.0,7.33,16.8,96.85327617583941,32.63,0
80,Delhi,Groceries,Premium,2025-02-04 05:45:00,5.03,386.72,20.13,67.59,23.09,49.27,27.78,81.99076789269687,-37.83,0
81,Hyderabad,Groceries,Discount-Seeker,2025-02-23 05:12:00,2.03,497.67,35.15,47.24,41.87,42.68,14.99,92.42788291968942,-4.21,0
82,Delhi,Groceries,Regular,2025-06-12 04:55:00,3.4,421.32,36.88,51.55,31.98,1.74,17.79,80.26543681014817,31.88,0
83,Bangalore,Beauty,Discount-Seeker,2025-01-20 23:06:00,1.9,687.39,37.49,52.64,40.73,58.36,20.71,119.40789483188078,5.17,0
84,Chennai,Groceries,Regular,2025-03-14 07:29:00,1.8,529.16,41.83,51.47,35.5,1.81,19.84,93.15104938396252,46.2,0
85,Pune,Groceries,Regular,2025-04-23 18:58:00,3.02,199.8,29.56,50.39,20.18,56.65,20.86,41.13916690111255,-56.52,0
86,Delhi,Groceries,Discount-Seeker,2025-01-19 19:52:00,5.39,398.53,36.57,73.25,47.14,30.75,25.13,79.19559639556378,-35.37,1
87,Chennai,Electronics,Premium,2025-02-16 04:53:00,1.11,520.92,26.32,39.42,40.73,78.64,16.84,89.6064576528112,-42.86,0
88,Chennai,Groceries,Premium,2025-04-12 07:10:00,3.78,439.95,19.88,54.24,30.46,54.08,17.03,72.91915930534502,-45.98,0
89,Pune,Groceries,Discount-Seeker,2025-01-12 15:19:00,2.42,363.19,22.59,51.39,29.15,52.18,18.2,89.57849571314,-20.55,0
90,Pune,Groceries,Regular,2025-02-04 21:38:00,4.85,466.86,36.58,62.85,46.7,62.85,20.9,98.68002742022679,-37.14,1
91,Pune,Groceries,Discount-Seeker,2025-06-09 07:28:00,3.65,567.93,31.15,64.07,42.74,24.08,22.85,118.99287951274964,19.25,0
92,Chennai,Beauty,Regular,2025-03-23 09:37:00,2.43,489.98,43.55,49.96,25.54,33.69,14.92,98.09891736481599,32.46,0
93,Hyderabad,Groceries,Discount-Seeker,2025-02-19 04:41:00,3.2,298.89,42.24,55.54,31.95,53.22,24.31,60.89301286276723,-37.58,0
94,Bangalore,Beauty,Regular,2025-02-08 01:09:00,3.25,412.03,31.31,62.16,26.28,25.59,24.22,65.03635643675626,-17.68,0
95,Pune,Groceries,Discount-Seeker,2025-05-15 17:44:00,2.19,406.91,25.17,45.65,25.89,1.17,19.33,75.05178992244431,27.51,0
96,Bangalore,Groceries,Regular,2025-03-22 17:00:00,2.93,414.01,31.84,55.79,47.04,38.06,15.34,87.2718928905539,-21.78,0
97,Chennai,Cafe,Regular,2025-04-25 02:22:00,4.61,452.68,37.53,62.02,40.06,34.56,23.43,98.48209768715837,-0.63,0
98,Pune,Cafe,Discount-Seeker,2025-03-14 13:56:00,4.43,547.3,31.2,68.51,21.02,2.5,26.74,125.25160939338699,64.42,1
99,Bangalore,Groceries,Premium,2025-04-29 15:41:00,3.44,213.28,29.65,57.11,39.57,65.64,20.64,35.83765533786675,-96.83,0
100,Mumbai,Beauty,Premium,2025-05-16 04:47:00,0.91,663.24,24.95,39.72,23.68,11.54,9.95,121.53749070480345,71.55,0
101,Pune,Groceries,Regular,2025-04-14 10:35:00,0.9,340.14,42.79,48.09,35.82,75.38,12.16,74.17340188007593,-42.33,0
102,Pune,Groceries,Regular,2025-02-16 18:50:00,4.98,568.4,30.84,74.51,31.29,12.07,27.05,117.49605394283087,30.47,0
103,Mumbai,Groceries,Premium,2025-01-14 23:13:00,5.4,481.8,39.86,69.57,22.15,63.63,20.92,118.81976218283796,3.33,0
104,Delhi,Cafe,Discount-Seeker,2025-04-07 15:17:00,0.6,422.18,18.9,33.65,46.34,56.9,14.47,90.00082060642556,-27.99,0
105,Mumbai,Beauty,Premium,2025-06-23 16:54:00,5.87,454.46,31.47,72.33,28.91,3.55,19.81,86.75164081870096,13.43,0
106,Delhi,Beauty,Regular,2025-01-11 22:55:00,4.25,351.36,25.12,56.38,25.53,39.07,22.12,55.11501169108872,-40.74,0
107,Mumbai,Groceries,Premium,2025-04-05 14:04:00,1.27,333.5,23.97,39.1,33.25,23.5,12.43,57.46155543914093,-14.42,1
108,Mumbai,Groceries,Premium,2025-04-02 19:28:00,3.67,395.7,32.81,62.22,47.99,76.14,15.75,69.20880295558709,-84.33,1
109,Mumbai,Beauty,Regular,2025-01-30 11:05:00,1.08,486.36,29.81,40.03,37.55,43.18,16.71,91.8153548874633,0.87,0
110,Mumbai,Groceries,Premium,2025-03-18 06:00:00,4.34,301.81,15.85,59.95,29.23,11.49,18.06,49.20333215740902,-35.62,0
111,Bangalore,Groceries,Regular,2025-06-25 08:25:00,2.54,382.22,18.98,58.9,34.22,16.76,16.45,57.42117220751295,-33.48,0
112,Chennai,Groceries,Regular,2025-05-26 09:34:00,3.31,573.76,32.63,49.95,36.41,0.91,21.86,97.83255227600898,43.19,0
113,Chennai,Cafe,Premium,2025-05-20 12:20:00,3.91,469.81,34.92,68.4,46.18,55.11,24.26,109.1255335437693,-25.64,1
114,Hyderabad,Cafe,Regular,2025-01-04 03:28:00,3.52,386.41,15.71,55.66,26.33,15.39,18.97,94.8631570658439,13.19,0
115,Delhi,Groceries,Regular,2025-05-15 21:25:00,3.77,320.64,16.98,66.73,22.35,58.2,25.16,61.67403901323688,-68.63,1
116,Mumbai,Cafe,Regular,2025-06-08 13:01:00,5.85,537.22,18.01,66.78,40.46,71.32,28.41,94.05840690092728,-66.49,1
117,Delhi,Cafe,Discount-Seeker,2025-04-01 17:43:00,1.79,321.92,24.68,42.23,46.66,33.32,21.01,79.95268734184903,-17.58,0
118,Chennai,Groceries,Regular,2025-05-07 02:22:00,2.38,595.79,31.69,54.33,33.05,28.82,15.49,102.05088253240751,17.54,0
119,Pune,Beauty,Regular,2025-06-06 16:37:00,1.07,366.48,29.63,45.09,28.74,29.78,12.11,83.08596560881323,9.11,0
120,Bangalore,Cafe,Regular,2025-04-11 05:00:00,1.73,319.7,32.04,44.57,29.53,56.4,15.75,62.372347909606646,-36.09,0
121,Mumbai,Groceries,Regular,2025-01-10 18:01:00,3.53,363.59,25.04,56.85,39.06,26.67,20.32,71.14268964885778,-26.4,0
122,Bangalore,Groceries,Regular,2025-01-18 10:50:00,4.62,569.71,20.13,60.9,27.05,44.38,25.05,95.47512110959936,-16.72,0
123,Bangalore,Groceries,Regular,2025-02-24 23:38:00,0.94,304.47,42.24,48.67,37.94,43.62,10.37,66.23070216705503,-21.76,0
124,Hyderabad,Electronics,Regular,2025-03-31 21:07:00,0.72,478.63,18.91,43.72,32.89,70.96,14.42,104.72866962712118,-23.93,1
125,Mumbai,Groceries,Discount-Seeker,2025-01-01 17:19:00,1.63,303.51,15.83,50.82,25.65,61.16,11.79,74.20284032600057,-47.6,0
126,Hyderabad,Groceries,Regular,2025-06-04 17:00:00,0.8,328.38,29.4,36.51,24.62,78.17,12.51,54.720991858500746,-55.18,0
127,Bangalore,Groceries,Regular,2025-06-27 06:06:00,1.21,385.12,36.67,49.06,24.67,25.79,12.92,95.31787169553986,32.47,0
128,Mumbai,Groceries,Discount-Seeker,2025-03-12 17:27:00,5.78,502.15,36.48,76.61,30.15,31.02,24.9,95.32104241242665,-5.98,0
129,Mumbai,Groceries,Regular,2025-02-16 20:49:00,2.43,578.79,41.85,54.23,21.49,23.7,17.32,127.25580478389658,69.69,1
130,Chennai,Cafe,Premium,2025-06-03 02:26:00,5.58,445.36,35.14,68.84,42.17,31.84,24.1,108.81830567962001,1.11,0
131,Delhi,Groceries,Regular,2025-04-02 11:45:00,5.16,428.07,29.79,65.13,24.58,68.57,26.87,89.44480489289906,-39.05,0
132,Chennai,Groceries,Premium,2025-03-27 08:59:00,0.56,502.93,20.69,35.14,38.33,76.5,11.61,83.75560959875774,-45.52,0
133,Hyderabad,Groceries,Discount-Seeker,2025-01-08 22:40:00,4.29,311.62,35.61,56.23,42.9,25.28,17.21,55.01029011158708,-33.79,0
134,Delhi,Groceries,Premium,2025-04-09 14:28:00,2.9,425.23,38.66,50.21,24.24,26.42,14.28,77.36139835280595,15.15,1
135,Hyderabad,Cafe,Regular,2025-05-07 09:33:00,3.14,520.69,28.23,57.98,27.66,78.34,18.15,124.56889054841444,-11.18,0
136,Pune,Groceries,Premium,2025-02-06 22:22:00,5.57,498.7,44.68,77.63,47.22,2.6,20.65,78.23823047650734,-4.53,0
137,Bangalore,Groceries,Regular,2025-02-23 12:23:00,3.61,546.63,25.74,58.09,20.78,36.67,21.97,119.06772705643807,29.27,1
138,Bangalore,Groceries,Discount-Seeker,2025-06-23 20:04:00,4.48,361.11,17.28,66.66,27.12,33.5,24.47,61.92377250645717,-48.08,1
139,Delhi,Groceries,Regular,2025-02-24 14:21:00,5.8,354.65,26.09,65.81,48.26,71.53,20.49,60.87389264051945,-98.64,1
140,Chennai,Groceries,Premium,2025-03-14 18:48:00,0.8,528.83,44.99,42.2,24.34,35.58,14.77,81.86725230203267,24.74,0
141,Chennai,Cafe,Regular,2025-05-03 23:59:00,2.57,285.83,36.7,58.62,32.86,12.47,13.86,50.50839802872152,-16.74,0
142,Delhi,Groceries,Discount-Seeker,2025-02-23 06:23:00,5.96,412.73,35.37,78.73,28.0,47.9,25.8,78.13612466409735,-41.12,0
143,Mumbai,Cafe,Regular,2025-05-29 10:40:00,1.56,423.54,43.93,50.85,20.98,24.45,19.32,70.59794291712154,18.25,0
144,Delhi,Groceries,Regular,2025-01-05 15:08:00,3.94,556.38,16.82,60.74,44.55,47.99,15.9,117.83976142669158,-18.62,0
145,Delhi,Beauty,Regular,2025-01-11 00:49:00,1.71,386.23,29.73,51.88,40.27,29.75,11.94,84.02094588065907,-8.15,0
146,Mumbai,Groceries,Discount-Seeker,2025-02-27 17:11:00,5.04,480.83,28.14,61.3,41.68,58.51,28.0,107.27613525060386,-26.07,0
147,Delhi,Groceries,Regular,2025-01-12 01:36:00,2.83,265.4,31.29,55.74,45.51,15.4,16.67,53.214202881524905,-32.15,0
148,Chennai,Beauty,Regular,2025-05-05 03:01:00,3.32,681.21,43.87,61.96,35.22,1.97,22.06,109.94555523687431,54.67,0
149,Hyderabad,Cafe,Premium,2025-03-16 17:09:00,3.99,348.62,43.83,64.01,43.92,27.68,24.78,77.08438684499187,-14.7,0
150,Chennai,Groceries,Premium,2025-01-16 21:48:00,4.27,525.86,23.32,60.88,32.85,43.82,24.56,112.06962105664105,-2.16,1
151,Pune,Groceries,Regular,2025-06-10 14:38:00,2.2,393.3,43.13,47.07,42.35,27.16,19.39,90.6604839611345,17.21,1
152,Pune,Groceries,Discount-Seeker,2025-02-20 11:48:00,4.13,542.71,43.35,65.77,38.92,14.24,20.17,97.49492392126602,21.91,0
153,Pune,Groceries,Discount-Seeker,2025-03-24 05:31:00,3.29,286.88,44.47,52.61,36.55,17.71,24.3,49.313731810779785,-13.09,0
154,Delhi,Cafe,Regular,2025-03-28 18:49:00,2.22,567.13,30.63,51.3,21.28,50.19,15.18,141.72035542552524,49.58,0
155,Hyderabad,Cafe,Premium,2025-03-04 15:16:00,1.63,414.11,22.8,51.17,49.93,73.34,16.62,91.85856147114164,-59.78,0
156,Delhi,Groceries,Regular,2025-04-01 07:20:00,5.04,378.37,32.83,75.05,26.32,4.4,25.53,78.70337230165319,5.76,0
157,Pune,Groceries,Regular,2025-04-24 05:12:00,1.39,500.89,36.74,53.2,24.52,65.87,13.64,113.71148889837337,6.86,0
158,Chennai,Groceries,Regular,2025-02-14 19:33:00,0.77,523.34,20.57,45.48,32.26,67.53,13.34,87.72342925653811,-36.98,1
159,Chennai,Groceries,Regular,2025-01-09 15:43:00,3.91,542.79,16.98,54.87,22.73,61.66,17.08,113.62142529108456,-8.66,0
160,Mumbai,Groceries,Discount-Seeker,2025-02-21 10:04:00,4.29,340.3,43.72,62.49,29.84,68.56,23.44,80.91039923844428,-36.26,0
161,Bangalore,Cafe,Regular,2025-05-28 05:18:00,3.36,323.39,35.1,58.65,45.31,38.17,16.97,50.22959251195933,-56.8,0
162,Chennai,Groceries,Regular,2025-06-10 14:54:00,4.35,442.34,41.41,57.14,27.67,49.47,21.42,110.0339333299637,17.16,1
163,Chennai,Cafe,Premium,2025-03-02 20:03:00,0.99,546.1,20.75,45.61,48.83,62.93,10.65,106.58672011334417,-30.03,1
164,Mumbai,Groceries,Premium,2025-01-23 05:27:00,5.29,344.31,43.25,71.83,30.03,53.36,18.66,62.04415456870477,-49.93,0
165,Delhi,Beauty,Discount-Seeker,2025-01-18 10:24:00,2.17,490.92,40.19,43.97,40.95,64.06,17.09,114.10732618262118,5.32,0
166,Pune,Groceries,Premium,2025-04-05 11:08:00,5.26,514.93,17.95,69.37,22.25,70.62,25.71,82.70828326463679,-61.58,0
167,Bangalore,Groceries,Regular,2025-01-02 14:35:00,3.42,690.17,35.84,64.84,34.07,58.98,22.65,153.4929294717003,31.44,1
168,Delhi,Electronics,Premium,2025-03-08 03:35:00,2.16,247.54,24.7,51.27,38.42,30.22,13.17,37.33540901950439,-57.87,0
169,Bangalore,Cafe,Premium,2025-05-31 14:11:00,3.92,438.84,20.7,65.56,28.8,9.42,20.84,73.8416017331066,-9.24,1
170,Mumbai,Cafe,Discount-Seeker,2025-04-30 14:34:00,3.77,267.33,20.48,65.71,22.52,36.27,22.18,58.661509401406775,-45.36,1
171,Hyderabad,Beauty,Regular,2025-03-14 23:30:00,5.21,497.74,24.6,63.58,39.48,43.97,20.99,114.25950596471252,-8.17,0
172,Delhi,Groceries,Premium,2025-01-01 10:27:00,2.28,308.12,24.28,55.43,37.53,35.53,20.12,49.1831363035728,-55.03,0
173,Pune,Beauty,Premium,2025-02-15 05:22:00,5.72,633.83,43.73,78.94,33.63,32.76,28.99,95.10870664801867,-6.49,0
174,Hyderabad,Cafe,Discount-Seeker,2025-04-23 15:59:00,2.21,354.29,37.68,54.3,31.92,70.75,12.74,84.0250530291452,-35.26,0
175,Mumbai,Cafe,Regular,2025-02-13 21:43:00,5.22,668.87,26.5,61.69,42.02,52.01,25.4,152.77513126862232,23.56,1
176,Hyderabad,Groceries,Regular,2025-05-23 12:28:00,2.42,483.75,30.1,54.78,38.77,45.38,18.94,119.69141642329808,10.86,1
177,Delhi,Cafe,Discount-Seeker,2025-05-23 19:40:00,5.13,307.37,20.33,73.95,45.51,12.03,27.52,64.72438861197881,-46.44,1
178,Hyderabad,Groceries,Regular,2025-02-21 17:53:00,2.57,492.9,37.55,46.23,43.24,11.24,22.7,109.18703336123777,46.03,0
179,Bangalore,Cafe,Discount-Seeker,2025-02-20 00:05:00,4.54,563.03,42.63,63.28,21.51,49.34,19.51,103.03416347502508,11.53,0
180,Chennai,Groceries,Regular,2025-06-03 09:51:00,2.68,309.01,25.83,55.78,24.41,52.24,20.54,67.75989259683784,-38.84,0
181,Mumbai,Cafe,Regular,2025-05-14 19:01:00,2.33,500.13,19.15,51.45,23.35,62.15,15.11,118.5345314085482,0.73,1
182,Pune,Cafe,Premium,2025-05-01 05:09:00,1.74,336.27,18.07,49.55,39.55,40.72,18.76,77.83305828432881,-33.92,0
183,Bangalore,Electronics,Discount-Seeker,2025-02-12 00:18:00,4.6,492.0,27.64,62.49,22.88,16.63,20.3,122.85100888678654,48.49,0
184,Hyderabad,Groceries,Discount-Seeker,2025-01-02 17:56:00,5.49,584.79,30.97,74.01,49.99,26.52,21.28,117.52704055823388,-2.02,0
185,Chennai,Groceries,Regular,2025-05-20 02:27:00,3.26,282.52,21.08,63.59,44.47,70.56,21.25,47.82116127079489,-109.72,0
186,Pune,Groceries,Regular,2025-05-30 14:23:00,2.16,343.8,25.31,45.34,31.11,20.17,17.74,82.30002671285797,10.99,1
187,Bangalore,Groceries,Discount-Seeker,2025-01-21 21:09:00,4.92,515.73,18.81,73.28,22.8,45.99,27.07,88.86636405223312,-34.39,1
188,Pune,Beauty,Premium,2025-05-15 21:21:00,2.99,470.66,31.86,59.13,39.27,64.78,18.67,70.68150986725864,-60.64,1
